domain	doc_id
1111	2
1111	5
1111	11
1111	14
1111	17
1111	20
1111	23
1111	26
1111	29
1111	32
1111	41
1111	47
1111	50
1111	53
1111	56
1111	59
1111	62
1111	68
1111	77
1111	80
1111	83
1111	86
1111	89
1111	92
1111	95
1111	98
1111	101
1111	104
1111	107
1111	110
1111	116
1111	119
1112	122
1112	125
1112	131
1112	137
1112	140
1112	146
1112	149
1112	152
1112	158
1112	161
1112	164
1112	167
1112	170
1112	173
1112	176
1112	179
1112	188
1112	191
1112	197
1112	200
1112	206
1112	209
1112	212
1112	218
1112	221
1112	224
1112	227
1112	230
1112	236
1112	245
1112	248
1112	251
1112	254
1112	257
1112	260
1112	263
1112	266
1112	269
1112	272
1112	278
1112	281
1112	284
1112	287
1112	293
1112	299
1112	302
1112	305
1112	308
1112	311
1112	314
1113	317
1113	320
1113	323
1113	326
1113	329
1113	332
1113	335
1113	338
1113	341
1113	344
1114	347
1114	350
1114	353
1114	356
1114	359
1114	362
1114	365
1114	371
1114	374
1114	377
1114	380
1114	383
1114	386
1114	389
1114	392
1114	395
1114	398
1114	401
1114	404
1114	407
1114	410
1114	413
1114	416
1114	425
1114	431
1114	434
1120	437
1120	440
1120	446
1120	449
1120	452
1120	455
1120	458
1120	461
1120	464
1120	467
1120	473
1120	476
1120	479
1211	482
1211	485
1211	488
1211	491
1211	494
1211	497
1211	506
1212	512
1212	515
1212	521
1212	524
1212	527
1212	530
1212	533
1212	536
1212	539
1212	542
1212	545
1212	551
1212	554
1213	557
1213	560
1213	566
1213	572
1213	575
1213	578
1213	581
1213	584
1213	587
1213	590
1213	593
1213	596
1213	599
1219	602
1219	605
1219	611
1219	614
1219	617
1219	620
1219	626
1219	629
1219	635
1219	641
1219	644
1219	647
1219	650
1219	653
1219	656
1219	659
1221	662
1221	668
1221	671
1221	674
1221	677
1221	680
1221	683
1221	686
1221	689
1222	692
1222	695
1222	698
1222	701
1222	704
1222	707
1222	710
1222	713
1222	716
1222	719
1223	725
1223	731
1223	734
1223	737
1223	740
1223	746
1223	749
1311	752
1311	755
1311	758
1311	761
1311	764
1311	767
1311	770
1311	776
1311	779
1311	782
1311	785
1311	788
1311	791
1311	794
1312	797
1312	803
1312	806
1312	809
1312	812
1312	815
1312	818
1312	821
1312	824
1312	827
1312	830
1312	833
1312	836
1312	839
1312	842
1312	845
1312	848
1312	851
1312	854
1321	860
1321	863
1321	866
1321	869
1321	872
1321	878
1321	881
1321	884
1321	887
1321	890
1321	896
1321	899
1322	905
1322	908
1322	911
1322	914
1322	917
1322	920
1322	923
1322	926
1322	932
1322	935
1322	938
1322	941
1322	944
1322	947
1322	950
1322	953
1322	956
1322	959
1322	962
1322	965
1322	968
1322	971
1322	974
1323	977
1323	980
1323	983
1323	986
1323	989
1323	992
1323	995
1323	1001
1323	1004
1323	1007
1323	1010
1323	1013
1323	1016
1323	1019
1324	1022
1324	1028
1324	1031
1324	1034
1324	1037
1324	1040
1324	1043
1324	1046
1324	1049
1324	1052
1324	1061
1324	1064
1324	1073
1324	1076
1324	1079
1324	1082
1324	1085
1324	1088
1324	1091
1324	1094
1324	1097
1324	1100
1324	1103
1324	1106
1324	1109
1324	1112
1324	1115
1324	1118
1324	1124
1324	1127
1324	1130
1324	1133
1324	1136
1324	1139
1324	1142
1324	1145
1324	1148
1324	1151
1324	1154
1324	1157
1324	1160
1324	1166
1324	1169
1330	1172
1330	1175
1330	1181
1330	1184
1330	1187
1330	1190
1330	1193
1330	1196
1330	1199
1330	1202
1330	1208
1330	1211
1330	1214
1330	1217
1330	1220
1330	1223
1330	1226
1330	1229
1330	1232
1330	1241
1330	1244
1330	1247
1330	1250
1330	1256
1330	1259
1330	1262
1330	1268
1330	1271
1330	1274
1330	1277
1330	1280
1330	1286
1330	1289
1330	1292
1330	1295
1330	1298
1330	1304
1341	1307
1341	1310
1341	1316
1341	1319
1342	1322
1342	1325
1342	1328
1342	1331
1342	1334
1342	1337
1342	1340
1342	1343
1342	1346
1342	1349
1342	1352
1342	1355
1342	1358
1342	1361
1342	1364
1342	1367
1342	1376
1342	1382
1342	1388
1342	1391
1342	1397
1342	1400
1342	1403
1342	1406
1342	1409
1342	1412
1342	1415
1342	1418
1342	1421
1342	1424
1343	1427
1343	1430
1343	1433
1343	1436
1343	1439
1343	1442
1343	1445
1343	1448
1343	1451
1343	1457
1343	1460
1343	1463
1343	1466
1343	1469
1343	1472
1343	1475
1343	1478
1343	1481
1343	1484
1344	1487
1344	1490
1344	1493
1344	1496
1344	1499
1344	1502
1344	1505
1344	1508
1344	1511
1344	1514
1344	1517
1344	1520
1344	1523
1344	1526
1344	1529
1344	1532
1344	1535
1344	1538
1344	1541
1344	1544
1345	1547
1345	1550
1345	1556
1345	1562
1345	1571
1345	1574
1345	1577
1345	1580
1345	1583
1345	1586
1345	1589
1345	1592
1345	1598
1345	1601
1346	1607
1346	1610
1346	1613
1346	1619
1346	1622
1346	1625
1346	1628
1346	1631
1346	1634
1346	1637
1346	1640
1346	1646
1346	1649
1346	1652
1346	1658
1346	1661
1346	1664
1346	1667
1346	1670
1346	1673
1346	1676
1346	1679
1349	1682
1349	1691
1349	1694
1349	1697
1349	1700
1349	1703
1349	1706
1349	1709
1349	1712
1349	1715
1349	1721
1349	1724
1349	1727
1349	1730
1349	1736
1349	1742
1349	1745
1349	1748
1349	1751
1349	1754
1349	1757
1349	1763
1349	1766
1349	1769
1349	1772
1349	1778
1349	1781
1349	1784
1349	1787
1349	1796
1349	1799
1411	1802
1411	1805
1411	1808
1411	1811
1411	1814
1411	1817
1411	1820
1411	1823
1411	1826
1411	1832
1411	1835
1411	1838
1411	1841
1411	1844
1412	1847
1412	1850
1412	1853
1412	1856
1412	1859
1412	1862
1412	1865
1412	1871
1412	1874
1412	1877
1412	1880
1412	1886
1412	1889
1420	1892
1420	1898
1420	1901
1420	1907
1420	1910
1420	1913
1420	1919
1420	1922
1420	1928
1420	1931
1420	1934
1420	1937
1420	1940
1420	1943
1420	1946
1420	1949
1431	1952
1431	1955
1431	1958
1431	1961
1431	1964
1431	1967
1431	1970
1431	1973
1431	1976
1431	1982
1431	1985
1431	1988
1431	1991
1431	1994
1431	1997
1431	2000
1431	2003
1431	2006
1431	2009
1431	2012
1431	2015
1431	2021
1431	2024
1431	2027
1431	2030
1431	2033
1431	2036
1431	2039
1431	2042
1431	2045
1431	2051
1431	2054
1431	2057
1431	2060
1431	2063
1431	2066
1431	2069
1431	2072
1431	2075
1431	2078
1431	2081
1431	2084
1439	2087
1439	2090
1439	2096
1439	2099
1439	2102
1439	2105
1439	2108
1439	2111
1439	2114
1439	2117
1439	2120
1439	2123
1439	2126
1439	2129
1439	2132
1439	2138
1439	2141
1439	2144
1439	2147
1439	2150
1439	2156
1439	2159
1439	2162
1439	2165
1439	2168
1439	2171
1439	2174
2111	2177
2111	2186
2111	2189
2111	2195
2111	2201
2111	2204
2111	2207
2111	2210
2111	2219
2111	2222
2111	2225
2111	2231
2111	2234
2112	2237
2112	2240
2112	2246
2112	2249
2112	2252
2112	2261
2112	2264
2112	2267
2112	2276
2112	2279
2112	2282
2112	2285
2112	2288
2112	2291
2112	2294
2113	2297
2113	2300
2113	2303
2113	2306
2113	2309
2114	2312
2114	2315
2114	2321
2114	2324
2114	2327
2114	2339
2114	2342
2114	2345
2114	2348
2114	2351
2114	2354
2114	2357
2114	2360
2114	2366
2114	2369
2114	2375
2114	2381
2114	2384
2120	2387
2120	2396
2120	2399
2120	2402
2120	2405
2120	2411
2120	2414
2120	2417
2120	2420
2120	2429
2120	2432
2120	2435
2120	2441
2120	2444
2120	2447
2120	2450
2120	2456
2120	2459
2131	2462
2131	2465
2131	2471
2131	2474
2131	2477
2131	2489
2131	2492
2131	2495
2131	2501
2131	2504
2131	2507
2131	2510
2131	2516
2131	2519
2131	2522
2131	2525
2131	2531
2131	2534
2131	2537
2131	2540
2131	2549
2131	2552
2131	2555
2131	2561
2131	2564
2131	2570
2131	2579
2131	2582
2131	2585
2131	2591
2131	2594
2131	2597
2131	2606
2131	2609
2131	2612
2131	2615
2131	2624
2131	2627
2131	2630
2131	2636
2131	2639
2131	2642
2131	2648
2131	2651
2131	2657
2131	2666
2131	2669
2132	2675
2132	2681
2132	2684
2132	2687
2132	2690
2132	2696
2132	2699
2132	2702
2132	2705
2132	2711
2132	2714
2132	2717
2132	2720
2132	2726
2132	2729
2132	2732
2132	2738
2132	2741
2132	2744
2132	2747
2132	2750
2132	2756
2132	2759
2132	2762
2132	2765
2132	2771
2132	2774
2133	2780
2133	2786
2133	2792
2133	2795
2133	2798
2133	2801
2133	2804
2133	2807
2133	2810
2133	2816
2133	2819
2133	2822
2133	2825
2133	2831
2133	2834
2133	2837
2133	2840
2133	2843
2133	2846
2133	2849
2133	2852
2133	2864
2133	2867
2133	2870
2133	2873
2133	2876
2133	2879
2133	2882
2133	2885
2133	2891
2133	2894
2133	2906
2133	2909
2133	2912
2133	2915
2133	2921
2133	2924
2133	2936
2133	2939
2141	2942
2141	2945
2141	2951
2141	2954
2141	2957
2141	2966
2141	2969
2141	2972
2141	2975
2141	2981
2141	2984
2141	2987
2141	2990
2141	2996
2141	2999
2142	3002
2142	3008
2142	3011
2142	3014
2142	3017
2142	3020
2142	3023
2142	3026
2142	3029
2142	3035
2142	3041
2142	3044
2143	3047
2143	3050
2143	3056
2143	3059
2143	3077
2143	3080
2143	3086
2143	3089
2143	3092
2143	3095
2143	3101
2143	3104
2143	3107
2143	3110
2143	3116
2143	3119
2144	3122
2144	3125
2144	3131
2144	3134
2144	3140
2144	3143
2144	3149
2144	3152
2144	3155
2144	3158
2144	3161
2144	3164
2144	3167
2144	3170
2144	3176
2144	3179
2144	3182
2144	3185
2144	3188
2144	3191
2144	3194
2145	3197
2145	3200
2145	3206
2145	3209
2145	3212
2145	3215
2145	3221
2145	3224
2145	3227
2145	3230
2145	3236
2145	3239
2145	3242
2145	3245
2145	3248
2145	3251
2145	3254
2146	3257
2146	3260
2146	3266
2146	3269
2146	3272
2146	3275
2146	3281
2146	3284
2146	3287
2146	3290
2146	3296
2146	3299
2149	3302
2149	3305
2149	3314
2149	3317
2149	3320
2149	3323
2149	3326
2149	3329
2149	3332
2149	3335
2149	3338
2149	3341
2149	3344
2149	3347
2149	3353
2149	3356
2149	3359
2149	3362
2149	3365
2149	3371
2149	3374
2149	3377
2149	3380
2149	3386
2149	3389
2149	3392
2149	3395
2149	3398
2149	3401
2149	3404
2149	3407
2149	3410
2149	3416
2149	3419
2151	3422
2151	3425
2151	3431
2151	3434
2151	3437
2151	3440
2151	3446
2151	3449
2151	3452
2151	3455
2151	3461
2151	3464
2152	3467
2152	3470
2152	3473
2152	3476
2152	3479
2152	3482
2152	3485
2152	3488
2152	3491
2152	3494
2152	3497
2152	3506
2152	3509
2153	3512
2153	3515
2153	3518
2153	3524
2153	3527
2153	3530
2153	3536
2153	3539
2153	3542
2153	3545
2153	3548
2153	3551
2153	3554
2161	3566
2161	3569
2161	3572
2161	3575
2161	3581
2161	3584
2162	3587
2162	3590
2162	3596
2162	3599
2163	3602
2163	3605
2163	3608
2163	3611
2163	3614
2163	3620
2163	3626
2163	3629
2163	3632
2163	3638
2163	3641
2163	3644
2163	3647
2163	3650
2163	3653
2163	3656
2163	3659
2164	3665
2164	3671
2164	3677
2164	3680
2164	3686
2164	3689
2164	3704
2165	3707
2165	3710
2165	3713
2165	3716
2165	3719
2165	3722
2165	3725
2165	3728
2165	3731
2165	3734
2165	3737
2165	3740
2165	3743
2165	3746
2165	3749
2165	3755
2165	3761
2165	3764
2165	3767
2165	3770
2165	3773
2165	3776
2165	3779
2165	3782
2165	3785
2165	3788
2165	3791
2165	3794
2165	3797
2165	3800
2165	3803
2165	3806
2165	3809
2166	3812
2166	3815
2166	3818
2166	3821
2166	3824
2166	3827
2166	3836
2166	3839
2166	3842
2166	3845
2166	3848
2166	3854
2166	3860
2166	3866
2166	3875
2166	3878
2166	3881
2166	3884
2166	3887
2166	3890
2166	3896
2166	3899
2166	3902
2166	3905
2166	3908
2166	3911
2166	3914
2166	3917
2166	3920
2166	3926
2166	3929
2166	3932
2166	3935
2166	3938
2166	3941
2166	3944
2211	3947
2211	3950
2211	3953
2211	3956
2211	3959
2211	3962
2211	3968
2211	3971
2211	3974
2211	3977
2211	3980
2211	3986
2211	3989
2211	3992
2211	4001
2211	4004
2211	4007
2211	4016
2211	4019
2211	4022
2211	4028
2211	4031
2211	4034
2211	4040
2211	4046
2211	4049
2211	4052
2211	4055
2211	4058
2211	4061
2211	4064
2212	4070
2212	4076
2212	4079
2212	4082
2212	4088
2212	4091
2212	4094
2212	4097
2212	4100
2212	4106
2212	4109
2212	4115
2212	4118
2212	4124
2212	4127
2212	4130
2212	4136
2212	4145
2212	4151
2212	4154
2212	4166
2212	4169
2212	4175
2212	4181
2212	4184
2212	4187
2212	4190
2212	4196
2212	4199
2212	4202
2212	4205
2212	4208
2212	4211
2212	4214
2212	4220
2212	4226
2212	4229
2212	4232
2212	4235
2212	4241
2212	4244
2212	4247
2212	4250
2212	4253
2212	4256
2212	4259
2212	4262
2212	4265
2212	4271
2212	4274
2212	4280
2212	4283
2212	4286
2212	4289
2212	4292
2212	4301
2212	4304
2212	4307
2212	4310
2212	4313
2212	4316
2212	4319
2221	4322
2221	4325
2221	4328
2221	4331
2221	4334
2221	4337
2221	4340
2221	4349
2221	4352
2221	4355
2221	4358
2221	4364
2221	4367
2221	4370
2221	4373
2221	4376
2221	4379
2221	4382
2221	4388
2221	4391
2221	4394
2221	4397
2221	4406
2221	4409
2221	4412
2221	4421
2221	4427
2221	4430
2221	4436
2221	4439
2221	4442
2221	4448
2221	4451
2221	4454
2222	4457
2222	4460
2222	4463
2222	4466
2222	4469
2230	4472
2230	4475
2230	4481
2230	4484
2230	4487
2230	4490
2230	4493
2230	4496
2230	4499
2230	4502
2230	4505
2230	4508
2230	4511
2230	4514
2230	4517
2230	4520
2230	4529
2230	4532
2230	4535
2230	4538
2230	4541
2230	4544
2230	4547
2230	4550
2230	4553
2230	4556
2230	4559
2240	4562
2240	4565
2240	4571
2240	4574
2240	4577
2240	4580
2240	4583
2240	4586
2240	4589
2240	4592
2240	4595
2240	4598
2240	4601
2240	4604
2240	4607
2240	4610
2240	4613
2240	4616
2240	4619
2240	4622
2240	4625
2240	4628
2240	4631
2240	4634
2250	4640
2250	4646
2250	4649
2250	4652
2250	4655
2250	4658
2250	4661
2250	4664
2250	4667
2250	4670
2250	4679
2250	4682
2250	4685
2250	4691
2250	4694
2250	4700
2250	4706
2250	4709
2261	4712
2261	4715
2261	4718
2261	4721
2261	4724
2261	4730
2261	4733
2261	4736
2261	4739
2261	4754
2261	4757
2261	4769
2261	4772
2261	4775
2261	4778
2261	4781
2261	4784
2261	4787
2261	4790
2261	4796
2261	4799
2261	4814
2261	4817
2261	4820
2261	4826
2261	4829
2261	4832
2261	4838
2261	4844
2261	4847
2261	4850
2261	4853
2261	4856
2261	4859
2261	4862
2261	4871
2261	4874
2262	4877
2262	4880
2262	4883
2262	4886
2262	4889
2262	4892
2262	4895
2262	4898
2262	4901
2262	4904
2262	4907
2262	4916
2262	4919
2262	4922
2262	4925
2262	4928
2262	4931
2262	4934
2263	4937
2263	4940
2263	4943
2263	4946
2263	4949
2263	4952
2263	4955
2263	4958
2263	4961
2263	4964
2263	4967
2263	4970
2263	4976
2263	4979
2263	4982
2263	4985
2263	4991
2263	4994
2264	5000
2264	5009
2264	5018
2264	5021
2264	5024
2264	5027
2264	5030
2264	5033
2264	5036
2264	5039
2264	5042
2264	5048
2264	5054
2264	5057
2264	5069
2264	5072
2264	5078
2264	5081
2264	5084
2265	5087
2265	5096
2265	5099
2265	5102
2265	5105
2265	5111
2265	5114
2265	5120
2265	5129
2265	5141
2265	5144
2265	5147
2265	5150
2265	5156
2265	5159
2266	5162
2266	5174
2266	5177
2266	5189
2266	5192
2266	5201
2266	5204
2266	5216
2267	5222
2267	5225
2267	5231
2267	5234
2267	5240
2267	5246
2267	5249
2267	5255
2267	5261
2267	5264
2269	5267
2269	5270
2269	5285
2269	5288
2269	5291
2269	5294
2269	5297
2269	5300
2269	5306
2269	5309
2269	5312
2269	5315
2269	5324
2269	5327
2269	5330
2269	5336
2269	5339
2269	5342
2269	5345
2269	5354
2269	5357
2269	5360
2269	5366
2269	5369
2310	5372
2310	5378
2310	5390
2310	5399
2310	5402
2310	5405
2310	5408
2310	5411
2310	5414
2310	5417
2310	5420
2310	5423
2310	5426
2310	5429
2320	5432
2320	5435
2320	5438
2320	5441
2320	5444
2320	5447
2320	5450
2320	5456
2320	5459
2320	5465
2320	5471
2320	5474
2330	5477
2330	5483
2330	5489
2330	5492
2330	5498
2330	5501
2330	5504
2341	5507
2341	5510
2341	5513
2341	5519
2342	5522
2342	5525
2342	5528
2342	5534
2342	5537
2342	5540
2342	5543
2342	5546
2342	5549
2351	5555
2351	5561
2351	5564
2351	5567
2351	5570
2351	5573
2351	5576
2351	5579
2351	5582
2351	5591
2351	5594
2351	5597
2351	5600
2351	5603
2351	5606
2351	5609
2351	5612
2351	5615
2351	5621
2351	5624
2352	5627
2352	5639
2352	5645
2352	5654
2352	5657
2352	5660
